ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
72,PUERTO RICO,PR,Canóvanas,72029,"Canóvanas Municipio, Puerto Rico",32.8680053,46108,0,17770,281,14498,382,19910,1408,4334,507,11920,1033,8068,624,7295,0,10121,0,8521,708,2091,311.5,46033,80.0,27583,1192.6,319,129.2,15,24,1014,194.7,1806,218,114,114,43.5,3.1,23.4,2.5,11920.0,1033.0,25.7,2.0,15.8,0.0,22.0,0.0,18.5,1.5,14.4,2.1,99.8,0.2,63.1,2.7,1.8,0.7,0.1,0.1,7.0,1.3,12.5,1.5,0.2,0.2,0.2597,0.7532,0.1818,0.4026,1.5973,0.3636,0.1169,0.8052,0.3117,0.6104,1.8442,0.3766,0.7273,0.2727,1.0,0.4935,0.3896,0.2208,0.9481,0.1169,0.2078,1.8832,0.2597,6.3247,0.2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4331,601,9.4,1.3,-999
72,PUERTO RICO,PR,Carolina,72031,"Carolina Municipio, Puerto Rico",45.3704804,157453,0,77423,520,63401,847,46149,2383,10426,797,16536,506,17774,882,32826,0,30512,0,35455,1054,9347,658.0,156326,308.0,77433,2115.0,16722,794.1,219,117,1746,316.6,8572,697,740,223,29.5,1.5,14.8,1.1,16536.0,506.0,15.9,0.8,20.8,0.0,19.4,0.0,22.6,0.7,14.7,1.0,99.3,0.2,51.5,1.4,21.6,1.0,0.3,0.2,2.8,0.5,13.5,1.1,0.5,0.1,0.039,0.3636,0.0519,0.013,0.4675,0.039,0.8182,0.1169,0.5714,0.6753,2.1818,0.6104,0.3506,0.026,0.3766,0.1299,0.987,0.4935,0.4805,0.2597,0.5325,2.7532,0.7143,5.7791,0.1688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,12659,1098,8.1,0.7,-999
72,PUERTO RICO,PR,Cataño,72033,"Cataño Municipio, Puerto Rico",4.8761945,24888,0,10654,149,8792,262,11772,833,2610,310,12195,802,4700,383,4471,0,5314,0,5707,404,1442,200.4,24729,77.0,15542,725.0,1198,174.7,37,38,400,107.3,2332,232,7,12,47.4,3.4,25.1,2.9,12195.0,802.0,27.4,2.2,18.0,0.0,21.4,0.0,23.0,1.6,16.4,2.2,99.4,0.3,65.8,3.1,11.2,1.6,0.3,0.4,4.5,1.2,26.5,2.6,0.0,0.0,0.4545,0.7922,0.1429,0.5195,1.9091,0.4545,0.3896,0.7013,0.6104,0.8701,2.5714,0.8831,0.3896,0.4156,0.8052,0.3896,0.8961,0.4935,0.7922,1.0,0.0,3.1818,0.8701,8.4675,0.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1675,318,6.7,1.3,-999
72,PUERTO RICO,PR,Cayey,72035,"Cayey Municipio, Puerto Rico",51.9345298,44530,0,20037,253,16183,404,19103,1472,1384,273,12088,546,8274,601,8519,0,8772,0,14277,782,2402,377.8,44400,104.0,28173,1209.2,587,146.5,81,71,350,137.6,2805,288,130,43,43.0,3.3,8.9,1.8,12088.0,546.0,26.3,1.9,19.1,0.0,19.7,0.0,32.1,1.8,14.8,2.3,99.7,0.2,66.2,2.8,2.9,0.7,0.4,0.4,2.2,0.8,17.3,1.8,0.3,0.1,0.2078,0.1299,0.1688,0.4286,0.9351,0.1299,0.6104,0.1818,0.974,0.6883,2.4545,0.8442,0.6623,0.4416,1.1039,0.5844,0.6623,0.6753,0.2078,0.7143,0.3506,2.6103,0.6104,7.1038,0.4026,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3192,462,7.2,1.0,-999
72,PUERTO RICO,PR,Ceiba,72037,"Ceiba Municipio, Puerto Rico",29.0355067,11853,0,7441,141,4367,242,5127,674,475,198,13044,2933,2258,299,2604,0,2357,0,1084,254,637,151.6,11732,74.0,6764,603.4,204,100.8,39,40,192,106.1,769,165,18,12,43.3,5.7,11.9,4.8,13044.0,2933.0,27.1,3.6,22.0,0.0,19.9,0.0,9.2,2.1,14.6,3.4,99.0,0.6,59.8,5.3,2.7,1.4,0.5,0.5,4.4,2.4,17.6,3.7,0.2,0.1,0.2338,0.2078,0.1169,0.4805,1.039,0.1688,0.9221,0.2597,0.0519,0.6494,1.8831,0.4286,0.1948,0.1948,0.3896,0.1558,0.5714,0.7922,0.7532,0.7532,0.2078,3.0778,0.8052,6.3895,0.3117,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,564,207,4.8,1.7,-999
72,PUERTO RICO,PR,Guaynabo,72061,"Guaynabo Municipio, Puerto Rico",27.5849176,88663,0,39923,375,30963,677,23510,1726,4060,532,23895,1244,10302,800,18190,0,15534,0,20151,1054,3345,405.3,87613,447.0,34857,1690.9,7686,494.4,62,42,599,170.3,3517,367,590,192,26.6,2.0,10.3,1.3,23895.0,1244.0,15.8,1.2,20.5,0.0,17.5,0.0,22.8,1.2,10.8,1.3,98.8,0.5,41.0,2.0,19.3,1.2,0.2,0.1,1.9,0.5,11.4,1.2,0.7,0.2,0.0,0.1688,0.0,0.0,0.1688,0.0,0.7922,0.0,0.5974,0.1948,1.5844,0.2208,0.1429,0.0,0.1429,0.026,0.974,0.3636,0.1429,0.0519,0.6364,2.1688,0.3506,4.0649,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6316,836,7.2,0.9,-999
72,PUERTO RICO,PR,Juana Díaz,72075,"Juana Díaz Municipio, Puerto Rico",60.2771249,46960,0,18696,265,15673,372,21608,1214,4173,394,10611,622,7566,545,7668,0,10642,0,9540,582,2358,319.9,46909,69.0,31631,1147.6,338,70.6,9,14,421,140.1,2056,255,517,163,46.5,2.6,22.0,2.1,10611.0,622.0,24.0,1.7,16.3,0.0,22.7,0.0,20.4,1.2,15.0,2.0,99.9,0.1,71.2,2.6,1.8,0.4,0.0,0.1,2.7,0.9,13.1,1.6,1.1,0.3,0.3896,0.6623,0.4545,0.2727,1.7791,0.4286,0.1948,0.9091,0.4026,0.7273,2.2338,0.6364,0.8571,0.6753,1.5324,0.8442,0.3896,0.0,0.4416,0.1948,0.8182,1.8442,0.2338,7.3895,0.4675,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2413,396,5.2,0.8,-999
72,PUERTO RICO,PR,Juncos,72077,"Juncos Municipio, Puerto Rico",26.4886841,39128,0,15584,338,12718,460,19722,1470,4144,601,9316,512,6665,647,5849,0,8720,0,8593,734,2283,362.6,38871,201.0,24252,1139.3,504,186.4,0,29,619,209.9,1594,325,204,91,50.5,3.8,27.0,3.6,9316.0,512.0,25.2,2.4,14.9,0.0,22.3,0.0,22.0,1.9,18.0,2.8,99.3,0.5,65.2,3.1,3.2,1.2,0.0,0.3,4.9,1.6,12.5,2.6,0.5,0.2,0.5714,0.8831,0.6104,0.3766,2.4415,0.6364,0.0519,0.8701,0.5325,0.9221,2.3766,0.7662,0.3506,0.4026,0.7532,0.3247,0.6883,0.0,0.8442,0.1169,0.5325,2.1819,0.3636,7.7532,0.5584,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2529,518,6.5,1.3,-999
72,PUERTO RICO,PR,Luquillo,72089,"Luquillo Municipio, Puerto Rico",25.8114569,18547,0,10476,213,6519,351,8283,817,1901,317,11007,737,3086,349,3721,0,3813,0,4769,385,795,189.6,18343,90.0,11474,678.3,1652,182.4,0,21,247,105.7,913,164,139,199,45.1,4.4,25.2,4.1,11007.0,737.0,24.0,2.7,20.1,0.0,20.6,0.0,25.9,2.1,12.2,2.8,98.9,0.5,64.8,3.8,15.8,1.7,0.0,0.4,3.8,1.6,14.0,2.3,0.7,1.1,0.3117,0.8052,0.3247,0.2727,1.7143,0.3766,0.7273,0.4545,0.7792,0.3247,2.2857,0.7143,0.1818,0.3636,0.5454,0.2338,0.9481,0.0,0.6883,0.3117,0.6364,2.5845,0.5974,7.1299,0.4156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1371,414,7.4,2.2,-999
72,PUERTO RICO,PR,Manatí,72091,"Manatí Municipio, Puerto Rico",45.1403451,39692,0,18639,237,15337,432,18124,1320,2279,385,10946,681,7752,504,7872,0,8316,0,7647,575,2186,310.4,39304,122.0,24309,1067.1,578,175.5,63,54,1072,230.8,2832,366,221,152,45.8,3.3,17.2,2.8,10946.0,681.0,28.2,1.8,19.8,0.0,21.0,0.0,19.3,1.4,14.3,2.0,99.0,0.3,64.4,2.8,3.1,0.9,0.3,0.3,7.0,1.5,18.5,2.4,0.6,0.4,0.3506,0.4416,0.3506,0.5844,1.7272,0.3896,0.6623,0.5714,0.3247,0.5974,2.1558,0.5974,0.1948,0.3506,0.5454,0.2338,0.6753,0.4935,0.9481,0.8182,0.5844,3.5195,0.961,7.9479,0.6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2770,404,7.0,1.0,-999
72,PUERTO RICO,PR,Naguabo,72103,"Naguabo Municipio, Puerto Rico",51.6603391,26266,0,11582,231,8317,425,12972,1178,808,330,9263,653,5109,605,4402,0,6039,0,2419,429,1112,309.9,26171,93.0,18578,1362.8,472,147.2,0,25,362,167.0,1301,299,45,43,49.6,4.5,10.3,4.0,9263.0,653.0,28.9,3.4,16.8,0.0,23.0,0.0,9.2,1.6,13.4,3.7,99.6,0.4,74.3,5.4,4.1,1.3,0.0,0.4,4.4,2.0,15.6,3.4,0.2,0.2,0.5325,0.1688,0.6364,0.6753,2.013,0.5195,0.2727,0.961,0.0519,0.4545,1.7401,0.3247,0.5844,0.8052,1.3896,0.7403,0.7403,0.0,0.7532,0.5584,0.2078,2.2597,0.4026,7.4024,0.4805,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1232,424,4.7,1.6,-999
72,PUERTO RICO,PR,Naranjito,72105,"Naranjito Municipio, Puerto Rico",27.4013435,28557,0,10455,251,8520,349,13051,1273,2372,398,9150,709,5860,564,4985,0,5993,0,8569,503,894,231.0,28519,51.0,19868,1144.5,45,43.8,33,39,234,106.9,1360,233,86,44,45.9,4.5,24.1,4.0,9150.0,709.0,29.7,2.9,17.5,0.0,21.0,0.0,30.1,1.8,10.5,2.7,99.9,0.2,73.4,4.2,0.4,0.4,0.3,0.4,2.7,1.2,16.0,2.7,0.3,0.2,0.3636,0.7792,0.7013,0.6883,2.5324,0.6883,0.3377,0.5714,0.9351,0.1558,2.0,0.5065,0.8571,0.7532,1.6103,0.9221,0.039,0.4935,0.4416,0.6104,0.3506,1.9351,0.2727,8.0778,0.6883,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1250,383,4.4,1.3,-999
72,PUERTO RICO,PR,Patillas,72109,"Patillas Municipio, Puerto Rico",46.6008326,17334,0,8844,186,6233,312,9234,870,955,207,9223,800,3534,409,3471,0,3386,0,1906,317,639,185.7,17290,55.0,12776,856.5,233,82.6,16,26,188,86.2,1180,260,0,21,53.3,5.0,19.2,4.0,9223.0,800.0,28.7,3.3,20.0,0.0,19.5,0.0,11.0,1.8,10.3,2.9,99.7,0.3,77.1,5.2,2.6,0.9,0.2,0.3,3.0,1.4,18.9,3.9,0.0,0.1,0.7403,0.5714,0.6753,0.6364,2.6234,0.7403,0.6753,0.1429,0.1039,0.0909,1.013,0.013,0.6623,0.9091,1.5714,0.8701,0.5584,0.3636,0.5065,0.8701,0.0,2.2986,0.4675,7.5064,0.4935,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,623,248,3.6,1.4,-999
72,PUERTO RICO,PR,Peñuelas,72111,"Peñuelas Municipio, Puerto Rico",44.61739,20984,0,8678,161,6987,256,11831,865,1594,283,8609,565,3888,365,3198,0,4976,0,3297,375,1034,210.0,20941,44.0,14606,836.5,20,34.0,5,7,343,113.1,1067,193,18,31,56.5,4.1,23.9,3.8,8609.0,565.0,27.9,2.6,15.2,0.0,23.7,0.0,15.7,1.8,14.8,3.0,99.8,0.2,73.9,4.2,0.2,0.4,0.1,0.1,4.9,1.6,15.3,2.7,0.1,0.1,0.8571,0.7662,0.8312,0.5455,3.0,0.8571,0.0649,1.0,0.2078,0.6883,1.961,0.4805,0.7273,0.7792,1.5065,0.8052,0.013,0.2208,0.8442,0.4805,0.0649,1.6234,0.1299,8.0909,0.7013,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,512,164,2.4,0.8,-999
72,PUERTO RICO,PR,Sabana Grande,72121,"Sabana Grande Municipio, Puerto Rico",36.3129889,23054,0,10839,149,7493,312,10835,994,1207,258,9560,776,4368,456,4923,0,4719,0,7537,552,677,163.3,23018,40.0,13670,947.3,171,63.3,47,54,174,91.9,1167,157,173,77,47.2,4.4,17.4,3.6,9560.0,776.0,27.1,2.8,21.4,0.0,20.5,0.0,32.9,2.4,9.0,2.1,99.8,0.2,62.3,4.3,1.6,0.6,0.4,0.5,2.3,1.2,15.6,2.0,0.8,0.3,0.4416,0.4675,0.5844,0.4805,1.974,0.4935,0.8701,0.4286,0.987,0.026,2.3117,0.7403,0.7273,0.2338,0.9611,0.4416,0.3377,0.6753,0.2727,0.5584,0.7273,2.5714,0.5714,7.8182,0.5844,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1360,321,5.9,1.4,-999
72,PUERTO RICO,PR,San Lorenzo,72129,"San Lorenzo Municipio, Puerto Rico",53.1075479,37873,0,16265,250,13749,343,17017,1394,1161,278,10974,730,7568,564,6550,0,7560,0,6965,589,1607,284.1,37873,29.0,24864,1198.3,192,84.1,45,56,446,177.8,2442,301,94,47,45.0,3.7,9.3,2.1,10974.0,730.0,28.4,2.1,17.3,0.0,20.0,0.0,18.4,1.6,11.7,2.0,100.0,0.1,68.7,3.3,1.2,0.5,0.3,0.3,3.2,1.3,17.8,2.3,0.2,0.1,0.2987,0.1429,0.3377,0.6104,1.3897,0.2597,0.3247,0.3117,0.2987,0.2727,1.2078,0.039,0.9481,0.5195,1.4676,0.7922,0.2338,0.4935,0.5714,0.7792,0.2078,2.2857,0.4545,6.3508,0.2857,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1939,477,5.1,1.3,-999
72,PUERTO RICO,PR,San Sebastián,72131,"San Sebastián Municipio, Puerto Rico",70.4230388,37964,0,17847,286,13904,472,20580,1144,3007,519,8739,693,9085,594,8182,0,7642,0,8329,538,1592,273.2,37322,201.0,26002,1175.4,330,116.2,82,67,238,122.6,2226,316,203,97,54.4,3.0,25.9,4.0,8739.0,693.0,33.7,2.2,21.6,0.0,20.1,0.0,22.0,1.4,11.4,1.9,98.3,0.5,71.7,3.2,1.8,0.7,0.5,0.4,1.7,0.9,16.0,2.2,0.5,0.3,0.7792,0.8182,0.7792,0.9091,3.2857,0.8961,0.8831,0.3377,0.5325,0.2468,2.0001,0.5325,0.0779,0.7143,0.7922,0.3636,0.3896,0.7922,0.0779,0.6104,0.5325,2.4026,0.5325,8.4806,0.8182,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2495,566,6.6,1.5,-999
72,PUERTO RICO,PR,Toa Alta,72135,"Toa Alta Municipio, Puerto Rico",27.01655,73405,0,25976,376,22032,500,21250,1772,3723,463,14241,617,9311,656,9510,0,16171,0,12266,867,2956,384.4,73044,169.0,39236,1718.0,559,173.5,197,91,626,161.0,1762,305,294,94,29.0,2.4,12.1,1.4,14241.0,617.0,18.8,1.3,13.0,0.0,22.0,0.0,16.7,1.2,13.4,1.7,99.5,0.2,56.0,2.5,2.2,0.7,0.8,0.4,2.8,0.7,8.0,1.4,0.4,0.1,0.013,0.2208,0.1039,0.0519,0.3896,0.026,0.0,0.8052,0.2208,0.4545,1.4805,0.1558,0.5065,0.0779,0.5844,0.2727,0.5325,0.9351,0.4805,0.0,0.4416,2.3897,0.5195,4.8442,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5117,776,7.0,1.1,-999
72,PUERTO RICO,PR,Trujillo Alto,72139,"Trujillo Alto Municipio, Puerto Rico",20.7669335,67780,0,29351,295,23982,482,20939,1636,1966,307,15886,901,7628,622,11832,0,14034,0,11877,698,3181,415.2,67367,193.0,37969,1680.5,3628,397.0,77,63,1104,282.1,2816,360,756,185,31.0,2.4,6.7,1.0,15886.0,901.0,16.2,1.3,17.5,0.0,20.7,0.0,17.6,1.0,13.3,1.7,99.4,0.3,58.6,2.6,12.4,1.3,0.3,0.2,4.6,1.2,11.7,1.5,1.1,0.3,0.0519,0.039,0.0649,0.026,0.1818,0.013,0.3377,0.4935,0.2468,0.4286,1.5066,0.1818,0.3896,0.1429,0.5325,0.2208,0.9351,0.4935,0.8052,0.0779,0.8182,3.1299,0.8312,5.3508,0.1169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5485,600,8.1,0.9,-999
72,PUERTO RICO,PR,Utuado,72141,"Utuado Municipio, Puerto Rico",113.5315112,29402,0,13328,180,9851,327,15271,957,2723,405,8639,610,5622,486,5870,0,6024,0,5311,490,1160,204.0,29240,86.0,20087,947.0,103,65.3,35,41,76,53.4,1578,233,93,77,52.0,3.3,29.4,3.7,8639.0,610.0,27.2,2.4,20.0,0.0,20.5,0.0,18.1,1.7,11.8,2.0,99.4,0.3,71.6,3.4,0.8,0.5,0.3,0.3,0.8,0.5,16.0,2.3,0.3,0.3,0.6623,0.9481,0.8182,0.5065,2.9351,0.8312,0.6753,0.4286,0.2857,0.2857,1.6753,0.2727,0.3896,0.7013,1.0909,0.5714,0.1429,0.4935,0.0,0.6104,0.3506,1.5974,0.1169,7.2987,0.4416,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1855,479,6.3,1.6,-999
72,PUERTO RICO,PR,Vieques,72147,"Vieques Municipio, Puerto Rico",50.7883957,8771,0,4934,186,2470,266,3600,619,435,215,11156,1614,1576,455,1826,0,1786,0,598,240,234,119.0,8273,279.0,5080,724.9,0,26.9,26,31,135,99.8,617,172,0,19,41.3,7.0,14.9,7.0,11156.0,1614.0,25.1,7.2,20.8,0.0,20.4,0.0,6.8,2.7,9.5,4.7,94.3,3.2,61.3,8.8,0.0,0.5,0.5,0.6,5.5,4.0,25.0,6.5,0.0,0.2,0.1429,0.3766,0.2987,0.3636,1.1818,0.2078,0.8182,0.4156,0.0,0.0519,1.2857,0.0649,0.026,0.2208,0.2468,0.0909,0.0,0.7922,0.8831,0.961,0.0,2.6363,0.6364,5.3506,0.1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,936,333,10.7,3.8,-999
72,PUERTO RICO,PR,Yabucoa,72151,"Yabucoa Municipio, Puerto Rico",55.2145856,34149,0,14736,264,11722,400,18207,1301,2809,423,9148,685,7220,620,6340,0,6922,0,4639,538,1738,289.2,34134,24.0,24137,1061.2,101,36.4,0,29,311,121.8,2020,260,73,43,53.5,3.8,25.9,3.9,9148.0,685.0,30.2,2.6,18.6,0.0,20.3,0.0,13.6,1.6,14.8,2.4,100.0,0.1,73.9,3.2,0.7,0.2,0.0,0.3,2.7,1.0,17.2,2.2,0.2,0.1,0.7532,0.8182,0.7143,0.7013,2.987,0.8442,0.4935,0.4026,0.1558,0.6883,1.7402,0.3377,0.9481,0.7792,1.7273,0.974,0.1039,0.0,0.4416,0.7013,0.2078,1.4546,0.0909,7.9091,0.6364,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1693,366,5.0,1.1,-999
72,PUERTO RICO,PR,Dorado,72051,"Dorado Municipio, Puerto Rico",23.1159619,37208,0,15832,270,11881,429,12701,1345,3272,478,16570,1314,5537,584,6044,0,8442,0,5690,636,1654,299.6,36663,341.0,20779,1374.6,124,82.0,133,96,571,181.6,1347,218,48,49,34.2,3.6,22.0,3.3,16570.0,1314.0,21.8,2.3,16.2,0.0,22.7,0.0,15.4,1.7,13.9,2.5,98.5,0.9,58.8,3.9,0.8,0.5,0.8,0.6,4.8,1.5,11.3,1.8,0.1,0.1,0.0649,0.6623,0.039,0.1558,0.922,0.1169,0.1818,0.9091,0.1688,0.5584,1.8181,0.3636,0.0909,0.1558,0.2467,0.0779,0.1429,0.9351,0.8182,0.039,0.0649,2.0001,0.2857,4.9869,0.0519,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1696,432,4.6,1.2,-999
72,PUERTO RICO,PR,Fajardo,72053,"Fajardo Municipio, Puerto Rico",29.903079,32001,0,18582,223,12231,440,14134,1001,3889,415,11663,1180,4629,467,6662,0,6678,0,7449,573,2068,275.7,31730,214.0,17045,913.2,2059,247.1,36,34,611,170.5,2016,293,195,71,44.4,3.1,28.4,2.9,11663.0,1180.0,21.0,2.1,20.8,0.0,20.9,0.0,23.4,1.8,16.9,2.2,99.2,0.7,56.1,3.0,11.1,1.3,0.2,0.2,5.0,1.4,16.5,2.3,0.6,0.2,0.2727,0.9221,0.2338,0.1299,1.5585,0.3377,0.8182,0.5455,0.6494,0.9091,2.9222,1.0,0.2857,0.0909,0.3766,0.1299,0.8831,0.3636,0.8701,0.6623,0.5844,3.3635,0.9221,8.2208,0.7403,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2807,510,8.8,1.6,-999
72,PUERTO RICO,PR,Guayama,72057,"Guayama Municipio, Puerto Rico",64.993247,41706,0,18535,298,14476,445,20487,1452,809,255,9806,756,6795,590,6973,0,8870,0,9829,840,2221,391.5,41285,251.0,30931,1357.9,305,125.4,110,80,245,132.3,2534,390,2271,332,51.8,3.6,7.8,2.3,9806.0,756.0,23.9,2.1,16.7,0.0,21.3,0.0,24.9,2.1,15.3,2.7,99.0,0.6,77.7,3.4,1.6,0.7,0.6,0.4,1.7,0.9,17.5,2.6,5.4,0.8,0.6494,0.0909,0.5584,0.2597,1.5584,0.3247,0.2338,0.6753,0.7143,0.7662,2.3896,0.7922,0.1948,0.9351,1.1299,0.6104,0.3377,0.8701,0.0779,0.7403,1.0,3.026,0.7922,8.1039,0.7143,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2236,611,5.7,1.6,-999
72,PUERTO RICO,PR,Hormigueros,72067,"Hormigueros Municipio, Puerto Rico",11.345566,16180,0,7658,142,6253,266,6592,684,1439,287,11874,1201,2927,412,4218,0,2898,0,4801,429,736,159.7,16166,15.0,10012,671.0,356,95.8,0,21,185,80.1,1079,198,135,119,40.8,4.2,23.1,4.6,11874.0,1201.0,24.6,3.5,26.1,0.0,17.9,0.0,29.7,2.7,11.8,2.5,99.9,0.1,64.3,4.3,4.6,1.2,0.0,0.6,3.0,1.3,17.3,3.0,0.8,0.7,0.1299,0.7273,0.1948,0.3506,1.4026,0.2727,1.0,0.013,0.9221,0.2857,2.2208,0.6234,0.8571,0.3377,1.1948,0.6494,0.7922,0.0,0.5065,0.7143,0.7273,2.7403,0.7013,7.5585,0.5195,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,742,236,4.6,1.5,-999
72,PUERTO RICO,PR,Rincón,72117,"Rincón Municipio, Puerto Rico",14.2878821,14269,0,9453,178,5128,322,6002,756,497,198,11650,1173,3370,347,3307,0,2607,0,3855,391,511,163.4,12966,305.0,7487,711.4,1115,204.2,26,29,77,61.8,739,171,25,31,42.2,5.3,9.9,3.8,11650.0,1173.0,32.0,3.3,23.2,0.0,18.3,0.0,27.1,2.7,10.0,3.1,90.9,2.1,54.7,5.2,11.8,2.1,0.3,0.3,1.5,1.2,14.4,3.5,0.2,0.2,0.1818,0.1558,0.2468,0.8312,1.4156,0.2987,0.987,0.039,0.8442,0.0779,1.9481,0.4675,0.0,0.0519,0.0519,0.0,0.9091,0.4935,0.0519,0.3766,0.2078,2.0389,0.3117,5.4545,0.1299,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,601,241,4.2,1.7,-999
72,PUERTO RICO,PR,San Germán,72125,"San Germán Municipio, Puerto Rico",54.4963737,32114,0,15682,233,11840,419,16376,1092,679,204,9874,802,6808,491,7383,0,6302,0,3516,469,1118,234.6,31941,95.0,19391,1148.0,522,101.4,0,29,429,142.0,2239,295,701,469,52.2,3.3,7.6,2.2,9874.0,802.0,30.3,2.2,23.0,0.0,19.6,0.0,11.0,1.5,9.4,2.0,99.5,0.3,63.3,3.8,3.3,0.6,0.0,0.3,3.6,1.2,18.9,2.3,2.2,1.5,0.6883,0.0779,0.5325,0.7143,2.013,0.5195,0.974,0.1688,0.1039,0.039,1.2857,0.0649,0.5065,0.2857,0.7922,0.3636,0.7013,0.0,0.6234,0.8701,0.9481,3.1429,0.8571,7.2338,0.4286,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1364,319,4.3,1.0,-999
72,PUERTO RICO,PR,Santa Isabel,72133,"Santa Isabel Municipio, Puerto Rico",34.0349342,22066,0,9282,182,7465,259,10392,1087,707,247,10895,1082,2659,387,3368,0,5139,0,5152,446,1424,256.5,21977,99.0,13874,943.9,252,89.2,35,40,164,108.2,1003,203,6,12,47.1,4.9,8.4,2.9,10895.0,1082.0,18.2,2.6,15.3,0.0,23.3,0.0,23.3,2.0,19.1,3.4,99.6,0.4,66.2,4.5,2.7,1.0,0.4,0.4,2.2,1.4,13.4,2.6,0.0,0.1,0.4286,0.1039,0.3766,0.039,0.9481,0.1429,0.0779,0.987,0.6364,0.974,2.6753,0.9351,0.5844,0.4416,1.026,0.5584,0.5714,0.6753,0.2078,0.2208,0.0,1.6753,0.1429,6.3247,0.2597,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,1646,429,7.5,1.9,-999
