ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
72,PUERTO RICO,PR,Vega Alta,72143,"Vega Alta Municipio, Puerto Rico",27.7284113,37724,0,15992,356,12229,527,17693,1479,2508,441,11678,1097,6888,678,6424,0,8355,0,6637,619,1660,284.0,37358,191.0,22816,1284.8,685,196.4,108,93,427,165.3,1899,276,782,547,47.7,3.9,20.4,3.2,11678.0,1097.0,26.9,2.6,17.0,0.0,22.1,0.0,17.9,1.7,13.6,2.2,99.0,0.5,63.6,3.6,4.3,1.2,0.7,0.6,3.5,1.3,15.5,2.3,2.1,1.5,0.4675,0.6104,0.2208,0.4675,1.7662,0.4156,0.2857,0.8312,0.2727,0.5195,1.9091,0.4545,0.1948,0.3117,0.5065,0.2078,0.7532,0.9091,0.5974,0.5325,0.9221,3.7143,1.0,7.8961,0.6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1798,392,4.9,1.1,-999
72,PUERTO RICO,PR,Arroyo,72015,"Arroyo Municipio, Puerto Rico",15.0075874,18111,0,8446,147,6002,333,10503,846,510,228,7979,764,2774,408,3249,0,4090,0,4231,509,1079,242.2,18073,47.0,13004,842.0,111,95.3,58,46,354,148.1,924,221,18,16,58.0,4.7,12.1,5.1,7979.0,764.0,22.5,3.3,17.9,0.0,22.6,0.0,23.4,2.8,18.0,3.9,99.8,0.3,75.4,4.9,1.3,1.1,0.7,0.5,5.9,2.4,15.4,3.7,0.1,0.1,0.9091,0.2208,0.8831,0.1688,2.1818,0.5974,0.3766,0.8961,0.6494,0.9221,2.8442,0.974,0.7273,0.8571,1.5844,0.8961,0.2597,0.9091,0.8961,0.5065,0.0649,2.6363,0.6364,9.2467,0.8961,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,557,254,3.1,1.4,-999
72,PUERTO RICO,PR,Comerío,72045,"Comerío Municipio, Puerto Rico",28.4005774,19539,0,7451,168,5836,232,11734,934,1670,318,6903,626,4517,430,3271,0,4140,0,5642,463,904,214.8,19445,63.0,13848,827.3,204,87.4,0,21,115,60.7,1443,204,11,17,60.3,4.8,26.2,4.7,6903.0,626.0,33.6,3.2,16.7,0.0,21.2,0.0,28.9,2.4,15.5,3.6,99.5,0.3,74.5,4.5,2.7,1.2,0.0,0.6,2.0,1.0,24.7,3.4,0.1,0.1,0.9351,0.8442,0.987,0.8961,3.6624,0.974,0.2338,0.6234,0.8961,0.7792,2.5325,0.8701,0.5065,0.8182,1.3247,0.7273,0.5714,0.0,0.1688,0.9481,0.0649,1.7532,0.1948,9.2728,0.9091,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,762,266,3.9,1.4,-999
72,PUERTO RICO,PR,Corozal,72047,"Corozal Municipio, Puerto Rico",42.567181,34165,0,12728,313,10768,364,19100,1360,3428,548,7619,479,7238,742,5702,0,7477,0,8690,664,1113,251.4,33842,359.0,23679,1247.6,41,55.2,163,99,472,182.5,1581,250,322,232,56.3,4.0,30.2,4.4,7619.0,479.0,31.1,3.2,16.7,0.0,21.9,0.0,25.6,2.0,10.3,2.3,99.1,1.1,73.1,3.9,0.3,0.4,1.3,0.8,4.4,1.7,14.7,2.3,0.9,0.7,0.8442,0.974,0.9091,0.7922,3.5195,0.9351,0.2338,0.7792,0.7532,0.0909,1.8571,0.3896,0.2468,0.7403,0.9871,0.4805,0.026,0.961,0.7532,0.4286,0.7922,2.961,0.7662,9.3247,0.9221,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1563,399,4.6,1.2,-999
72,PUERTO RICO,PR,Culebra,72049,"Culebra Municipio, Puerto Rico",11.627483,1314,218,1541,87,475,67,541,147,5,7,11830,1333,298,80,287,64,265,87,94,55,45,24.6,1217,220.8,698,141.7,56,22.1,26,19,47,25.2,120,42,0,14,41.9,9.2,0.8,1.2,11830.0,1333.0,30.6,6.6,21.8,5.6,20.2,5.7,7.2,4.2,9.5,5.0,92.6,6.8,55.5,6.8,3.6,1.4,1.7,1.2,9.9,5.1,25.3,7.7,0.0,1.1,0.1688,0.0,0.2078,0.7403,1.1169,0.1948,0.8961,0.3636,0.013,0.0519,1.3246,0.0909,0.013,0.0649,0.0779,0.013,0.7273,0.974,1.0,0.974,0.0,3.6753,0.987,6.1947,0.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,138,68,10.5,4.6,-999
72,PUERTO RICO,PR,Lares,72081,"Lares Municipio, Puerto Rico",61.4501823,26451,0,12234,177,9960,319,14472,983,2567,344,8735,773,7012,456,5082,0,5261,0,4671,465,1090,210.2,26386,65.0,19864,919.3,132,52.4,73,51,221,98.5,1424,239,260,151,55.3,3.7,28.5,3.6,8735.0,773.0,37.5,2.4,19.2,0.0,19.9,0.0,17.8,1.8,10.9,2.1,99.8,0.2,78.9,3.7,1.1,0.4,0.6,0.4,2.2,1.0,14.3,2.4,1.0,0.6,0.8052,0.9351,0.7922,0.961,3.4935,0.9221,0.6494,0.2597,0.2597,0.2208,1.3896,0.1169,0.7273,0.9481,1.6754,0.9481,0.1948,0.8701,0.2078,0.3636,0.8052,2.4415,0.5455,9.0,0.8831,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1502,330,5.7,1.3,-999
72,PUERTO RICO,PR,Loíza,72087,"Loíza Municipio, Puerto Rico",19.3622103,26463,0,11563,185,8728,284,13416,748,2773,290,8809,424,4575,359,4213,0,5785,0,5234,367,1364,199.2,26456,12.0,18814,694.7,510,116.0,6,9,543,118.0,2065,219,83,54,50.8,2.8,27.0,2.6,8809.0,424.0,25.5,2.0,15.9,0.0,21.9,0.0,19.8,1.4,15.6,2.2,100.0,0.0,74.6,2.8,4.4,1.0,0.1,0.1,6.2,1.3,23.7,2.5,0.3,0.2,0.5974,0.8831,0.7532,0.3896,2.6233,0.7273,0.1299,0.7792,0.3636,0.7922,2.0649,0.5714,0.9481,0.8312,1.7793,0.987,0.7662,0.2208,0.9091,0.9351,0.3506,3.1818,0.8701,9.6493,0.9481,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,2285,333,8.6,1.3,-999
72,PUERTO RICO,PR,Maunabo,72095,"Maunabo Municipio, Puerto Rico",21.1648448,11023,0,5329,144,3882,208,5364,833,822,233,9471,1492,2642,324,2271,0,2189,0,1334,317,331,126.6,10896,187.0,8568,626.7,91,77.3,0,21,301,135.1,726,172,6,6,48.7,7.6,27.0,7.1,9471.0,1492.0,33.8,4.1,20.6,0.0,19.9,0.0,12.1,2.9,8.5,3.2,98.8,1.7,81.6,6.0,1.7,1.4,0.0,0.8,7.8,3.5,18.7,4.3,0.1,0.1,0.5195,0.8831,0.5974,0.9221,2.9221,0.8182,0.8052,0.2597,0.1299,0.013,1.2078,0.039,0.1429,0.974,1.1169,0.5974,0.3636,0.0,0.987,0.8571,0.0649,2.2726,0.4286,7.5194,0.5065,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,538,189,4.9,1.7,-999
72,PUERTO RICO,PR,Mayagüez,72097,"Mayagüez Municipio, Puerto Rico",77.6738544,77255,0,40916,381,29912,649,40544,1595,6890,692,10678,575,14732,705,17339,0,13909,0,20843,852,3984,386.8,76836,227.0,44176,1531.8,6877,476.8,34,31,731,204.7,6224,443,1174,395,53.2,2.1,26.8,2.5,10678.0,575.0,28.7,1.4,22.4,0.0,18.0,0.0,27.2,1.1,13.3,1.3,99.5,0.3,59.6,2.1,16.8,1.2,0.1,0.1,2.4,0.7,20.8,1.4,1.5,0.5,0.7273,0.8701,0.4026,0.6364,2.6364,0.7532,0.9481,0.026,0.8571,0.4286,2.2598,0.6753,0.5065,0.1818,0.6883,0.2987,0.961,0.2208,0.3247,0.9221,0.8831,3.3117,0.8961,8.8962,0.8571,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,3,4213,663,5.5,0.9,-999
72,PUERTO RICO,PR,Orocovis,72107,"Orocovis Municipio, Puerto Rico",63.6251146,21407,0,8580,175,6734,242,12258,738,2288,325,7889,1025,4811,471,3335,0,4724,0,6716,487,1346,205.5,21348,55.0,15520,705.7,70,52.4,16,17,248,108.6,1243,194,142,104,57.5,3.4,34.1,4.0,7889.0,1025.0,33.5,3.3,15.6,0.0,22.1,0.0,31.5,2.3,20.0,3.0,99.7,0.3,76.7,3.5,0.8,0.6,0.2,0.2,3.7,1.6,18.5,2.9,0.7,0.5,0.8961,0.987,0.8961,0.8831,3.6623,0.961,0.1039,0.8312,0.961,1.0,2.8961,0.987,0.6623,0.8961,1.5584,0.8571,0.1429,0.3636,0.6494,0.8182,0.6364,2.6105,0.6234,10.7273,1.0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,503,179,2.4,0.8,-999
72,PUERTO RICO,PR,Ponce,72113,"Ponce Municipio, Puerto Rico",114.9382302,143926,0,66038,486,52696,758,71756,2008,6305,516,11368,536,22927,942,28762,0,30030,0,24756,1024,8196,584.5,143116,284.0,87565,2179.7,7881,459.0,105,53,1364,258.1,10715,524,3552,452,50.9,1.4,14.2,1.1,11368.0,536.0,23.1,1.0,20.0,0.0,20.9,0.0,17.5,0.7,15.6,1.1,99.4,0.2,64.1,1.6,11.9,0.7,0.2,0.1,2.6,0.5,20.3,1.0,2.5,0.3,0.6104,0.3377,0.2597,0.1948,1.4026,0.2727,0.6753,0.5455,0.2338,0.7922,2.2468,0.6494,0.3896,0.3247,0.7143,0.3117,0.9221,0.3636,0.4026,0.9091,0.961,3.5584,0.974,7.9221,0.6494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,7599,776,5.4,0.5,-999
72,PUERTO RICO,PR,Salinas,72123,"Salinas Municipio, Puerto Rico",69.394531,28633,0,13540,244,10374,399,15345,1130,737,236,9034,605,5143,583,5147,0,6491,0,5876,577,1984,342.5,28619,16.0,18900,966.4,367,113.2,36,37,312,141.9,1577,236,100,61,53.8,4.0,8.5,2.7,9034.0,605.0,26.7,3.0,18.0,0.0,22.7,0.0,20.6,2.0,19.1,3.2,100.0,0.1,69.5,3.6,2.7,0.8,0.3,0.3,3.0,1.4,15.2,2.3,0.3,0.2,0.7662,0.1169,0.7273,0.4545,2.0649,0.5455,0.3896,0.9091,0.4545,0.974,2.7272,0.961,0.9481,0.5584,1.5065,0.8052,0.5714,0.4935,0.5065,0.4545,0.3506,2.3765,0.5065,8.6751,0.8312,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,1180,323,4.1,1.1,-999
72,PUERTO RICO,PR,San Juan,72127,"San Juan Municipio, Puerto Rico",47.8881917,344606,0,191471,842,144573,1411,142021,2946,22896,1095,18569,473,48567,1485,72541,0,64818,0,66338,1616,19435,896.9,340168,594.0,160814,2981.5,54994,1260.9,248,82,3068,380.6,37296,952,7200,969,41.8,0.9,15.4,0.7,18569.0,473.0,19.7,0.6,21.1,0.0,18.8,0.0,19.4,0.5,13.4,0.6,98.7,0.2,48.9,0.9,28.7,0.6,0.1,0.1,2.1,0.3,25.8,0.6,2.1,0.3,0.1558,0.3896,0.013,0.0779,0.6363,0.0909,0.8571,0.0519,0.3506,0.4545,1.7141,0.2987,0.1299,0.013,0.1429,0.026,1.0,0.2208,0.1948,0.987,0.9221,3.3247,0.9091,5.818,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,32313,1883,9.5,0.6,-999
72,PUERTO RICO,PR,Las Marías,72083,"Las Marías Municipio, Puerto Rico",46.3599706,8599,0,3883,106,2872,200,4864,592,70,81,7098,882,2710,294,1624,0,1822,0,653,170,304,135.7,8549,54.0,6969,439.2,18,33.8,0,19,197,82.8,432,137,92,76,57.1,6.9,3.2,3.6,7098.0,882.0,45.6,5.0,18.9,0.0,21.2,0.0,7.7,2.0,10.6,4.7,99.4,0.6,85.6,5.4,0.5,0.9,0.0,1.1,6.9,2.8,15.0,4.7,1.1,0.9,0.8701,0.013,0.974,0.987,2.8441,0.8052,0.5714,0.6234,0.026,0.1688,1.3896,0.1169,0.3896,1.0,1.3896,0.7403,0.0519,0.0,0.9351,0.4416,0.8182,2.2468,0.3896,7.8701,0.5974,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,248,113,2.9,1.3,-999
72,PUERTO RICO,PR,Adjuntas,72001,"Adjuntas Municipio, Puerto Rico",66.6897502,18181,0,7594,144,5861,247,11325,843,2370,427,7126,660,4534,352,3230,0,3908,0,3663,409,826,173.1,18129,40.0,13391,718.8,132,62.3,29,33,150,67.2,1031,141,77,47,62.5,4.6,38.4,5.7,7126.0,660.0,36.1,2.8,17.8,0.0,21.5,0.0,20.2,2.3,14.1,2.9,99.7,0.2,77.4,4.2,1.7,0.8,0.4,0.4,2.6,1.1,17.6,2.3,0.4,0.3,0.974,1.0,0.961,0.9481,3.8831,1.0,0.3636,0.7143,0.3896,0.5844,2.0519,0.5584,0.6623,0.9221,1.5844,0.8961,0.3636,0.6753,0.4026,0.7532,0.4416,2.6363,0.6364,10.1557,0.974,1,1,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1062,287,5.9,1.6,-999
72,PUERTO RICO,PR,Guánica,72055,"Guánica Municipio, Puerto Rico",37.050312,16783,0,9340,131,5469,262,10699,677,1479,291,7430,693,3668,367,3730,0,3499,0,5735,393,570,166.7,16641,149.0,11477,681.6,168,63.3,12,20,126,57.7,895,167,82,46,63.8,4.1,30.1,5.3,7430.0,693.0,31.3,3.1,22.2,0.0,20.8,0.0,34.2,2.3,10.4,3.0,99.2,0.9,72.2,4.3,1.8,0.7,0.1,0.2,2.3,1.0,16.4,2.9,0.5,0.3,0.987,0.961,0.9351,0.8182,3.7013,0.987,0.9351,0.5325,1.0,0.1299,2.5975,0.9091,0.2857,0.7273,1.013,0.5195,0.3896,0.2208,0.2727,0.6494,0.5325,2.065,0.3247,9.3768,0.9351,1,1,1,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5,716,192,4.3,1.1,-999
72,PUERTO RICO,PR,Jayuya,72073,"Jayuya Municipio, Puerto Rico",44.5332143,14906,0,6210,180,5087,310,8850,963,946,334,7519,799,2304,365,2300,0,3398,0,3178,449,947,256.3,14849,62.0,10651,738.7,145,57.8,19,22,114,72.2,918,209,259,214,60.4,6.7,22.2,7.0,7519.0,799.0,23.2,3.7,15.4,0.0,22.8,0.0,21.7,3.0,18.6,4.9,99.6,0.4,75.5,5.2,2.3,0.9,0.3,0.3,2.2,1.4,18.0,4.2,1.7,1.4,0.9481,0.6883,0.9221,0.2078,2.7663,0.7922,0.0909,0.9481,0.4935,0.961,2.4935,0.8571,0.5844,0.8701,1.4545,0.7792,0.5455,0.4935,0.2078,0.7922,0.9091,2.9481,0.7532,9.6624,0.961,1,0,1,0,2,0,1,0,1,2,0,0,0,0,0,0,0,1,1,5,949,417,6.5,2.8,-999
72,PUERTO RICO,PR,Lajas,72079,"Lajas Municipio, Puerto Rico",59.9569406,23315,0,12249,176,7911,322,14309,1051,1241,273,7233,596,6374,535,5293,0,4409,0,5058,612,824,218.7,23273,44.0,15010,1084.4,243,106.4,324,124,280,135.9,1108,214,43,43,61.5,4.5,21.2,4.7,7233.0,596.0,38.1,3.2,22.7,0.0,18.9,0.0,21.7,2.6,10.4,2.7,99.8,0.2,67.2,4.9,2.0,0.9,2.6,1.0,3.5,1.7,14.0,2.7,0.2,0.2,0.961,0.6494,0.9481,0.974,3.5325,0.9481,0.961,0.0649,0.4935,0.1299,1.6493,0.2338,0.7273,0.4805,1.2078,0.6623,0.4675,0.987,0.5974,0.3117,0.2078,2.5714,0.5714,8.961,0.8701,1,0,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,5,1193,360,5.1,1.5,-999
72,PUERTO RICO,PR,Maricao,72093,"Maricao Municipio, Puerto Rico",36.6224647,6202,218,2591,121,1930,159,3979,459,189,103,5974,784,2127,234,1132,63,1221,88,522,157,240,85.4,6192,218.8,4992,474.8,18,29.1,8,14,148,65.4,325,79,15,7,64.2,6.5,12.5,6.5,5974.0,784.0,48.8,4.9,18.3,1.2,19.7,1.2,8.4,2.6,12.4,4.3,99.8,0.4,84.4,7.5,0.7,1.1,0.3,0.5,7.7,3.3,16.8,4.1,0.2,0.1,1.0,0.2468,1.0,1.0,3.2468,0.8831,0.4545,0.1818,0.039,0.3636,1.0389,0.026,0.7273,0.987,1.7143,0.961,0.1039,0.4935,0.974,0.6753,0.2078,2.4545,0.5584,8.4545,0.7922,1,0,1,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,197,113,3.2,1.8,-999
72,PUERTO RICO,PR,Barranquitas,72019,"Barranquitas Municipio, Puerto Rico",34.252669,28755,0,10764,193,8918,350,16771,1284,1001,281,8221,772,5338,519,4147,0,6680,0,7377,628,1640,291.2,28755,25.0,21598,1166.3,147,56.0,67,57,552,203.6,1372,207,376,249,59.0,4.5,13.3,3.4,8221.0,772.0,28.3,2.8,14.4,0.0,23.2,0.0,25.8,2.2,18.4,3.2,100.0,0.1,79.8,4.3,1.4,0.5,0.6,0.5,6.2,2.3,15.4,2.3,1.3,0.9,0.9221,0.2727,0.8701,0.5974,2.6623,0.7662,0.013,0.974,0.7662,0.9481,2.7013,0.9481,0.9481,0.961,1.9091,1.0,0.3117,0.8701,0.9091,0.5065,0.8571,3.4545,0.9481,10.7272,0.987,1,0,0,0,1,0,1,0,1,2,1,1,2,0,0,1,0,0,1,6,1215,390,4.2,1.4,-999
