,FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,year
96,,72,PUERTO RICO,PR,Quebradillas,72115,"Quebradillas Municipio, Puerto Rico",22.6825983,24036.0,0.0,10399.0,178.0,8286.0,371.0,12488.0,948.0,912.0,260.0,9819.0,1114.0,4652.0,508.0,4495.0,0.0,4945.0,0.0,5016.0,564.0,1154.0,230.9,23869.0,107.0,16186.0,1130.8,213.0,100.6,39.0,65.0,134.0,92.5,1210.0,244.0,24.0,27.0,52.0,4.0,11.8,3.4,9819.0,1114.0,27.7,3.0,18.7,0.0,20.6,0.0,20.9,2.3,13.9,2.7,99.3,0.4,70.6,4.9,2.0,1.0,0.4,0.6,1.6,1.1,14.6,2.9,0.1,0.1,0.6623,0.1948,0.5455,0.5325,1.9351,0.4675,0.5195,0.4545,0.4675,0.5584,1.9999,0.4935,0.3506,0.6494,1.0,0.4935,0.4675,0.6753,0.0649,0.4156,0.0649,1.6882,0.1558,6.6232,0.3377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0,348.0,3.4,1.4,-999.0,2018
97,,72,PUERTO RICO,PR,Río Grande,72119,"Río Grande Municipio, Puerto Rico",60.6213213,50550.0,0.0,22935.0,310.0,15732.0,517.0,19357.0,1364.0,5050.0,577.0,10931.0,690.0,8365.0,748.0,9397.0,0.0,10147.0,0.0,11852.0,800.0,2122.0,320.2,50279.0,229.0,32096.0,1320.2,1112.0,198.7,94.0,74.0,668.0,152.2,2221.0,337.0,777.0,149.0,38.8,2.7,23.3,2.7,10931.0,690.0,23.7,2.1,18.6,0.0,20.1,0.0,23.7,1.6,13.5,2.0,99.5,0.5,66.4,2.7,4.8,0.9,0.4,0.3,4.2,1.0,14.1,2.1,1.5,0.3,0.1169,0.7403,0.3636,0.2338,1.4546,0.3117,0.4935,0.3377,0.6753,0.4935,2.0,0.5065,0.5065,0.4675,0.974,0.4545,0.8052,0.6753,0.7273,0.3506,0.8831,3.4415,0.9351,7.8701,0.5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306.0,564.0,6.6,1.1,-999.0,2018
98,,72,PUERTO RICO,PR,Toa Baja,72137,"Toa Baja Municipio, Puerto Rico",23.2439937,79726.0,0.0,34681.0,346.0,27258.0,599.0,28747.0,1818.0,5980.0,714.0,12763.0,535.0,11003.0,575.0,14319.0,0.0,16478.0,0.0,16219.0,761.0,3452.0,381.8,79100.0,235.0,42960.0,1692.4,937.0,176.3,105.0,58.0,999.0,236.6,3406.0,345.0,347.0,152.0,36.2,2.3,17.5,2.1,12763.0,535.0,19.8,1.0,18.0,0.0,20.7,0.0,20.4,1.0,12.7,1.4,99.2,0.3,56.6,2.2,2.7,0.5,0.3,0.2,3.7,0.9,12.5,1.2,0.4,0.2,0.0909,0.4805,0.1299,0.0909,0.7922,0.1039,0.3896,0.4935,0.4026,0.3766,1.6623,0.2468,0.2857,0.1039,0.3896,0.1558,0.5714,0.4935,0.6494,0.1169,0.4416,2.2728,0.4416,5.1169,0.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5415.0,731.0,6.8,0.9,-999.0,2018
99,,72,PUERTO RICO,PR,Vega Baja,72145,"Vega Baja Municipio, Puerto Rico",45.8602878,53371.0,0.0,24596.0,283.0,18081.0,547.0,24080.0,1573.0,3319.0,528.0,10601.0,616.0,11578.0,782.0,9963.0,0.0,11018.0,0.0,11958.0,803.0,2087.0,341.8,51890.0,325.0,32215.0,1644.3,328.0,163.8,126.0,79.0,552.0,174.3,2868.0,281.0,308.0,71.0,45.3,3.0,18.8,2.7,10601.0,616.0,31.1,2.1,18.7,0.0,20.6,0.0,22.5,1.5,11.5,1.9,97.2,0.6,63.4,3.2,1.3,0.7,0.5,0.3,3.1,1.0,15.9,1.6,0.6,0.1,0.3247,0.5584,0.4675,0.7922,2.1428,0.5844,0.5195,0.4545,0.5584,0.2597,1.7921,0.3506,0.0649,0.2987,0.3636,0.1169,0.2597,0.7922,0.5455,0.5844,0.5844,2.7662,0.7273,7.0647,0.3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854.0,616.0,7.2,1.2,-999.0,2018
100,,72,PUERTO RICO,PR,Villalba,72149,"Villalba Municipio, Puerto Rico",35.6366621,22993.0,0.0,9089.0,211.0,7712.0,261.0,10995.0,888.0,1956.0,271.0,10677.0,1606.0,3733.0,339.0,3647.0,0.0,5184.0,0.0,5681.0,505.0,1255.0,198.6,22956.0,36.0,16592.0,792.3,319.0,109.6,11.0,18.0,286.0,110.4,938.0,152.0,130.0,72.0,48.2,3.9,22.8,2.9,10677.0,1606.0,24.4,2.2,15.9,0.0,22.5,0.0,24.9,2.2,16.3,2.5,99.8,0.2,76.3,3.6,3.5,1.2,0.1,0.2,3.7,1.4,12.2,2.0,0.6,0.3,0.4935,0.7143,0.4156,0.3247,1.9481,0.4805,0.1299,0.8831,0.7143,0.8571,2.5844,0.8961,0.7273,0.8831,1.6104,0.9351,0.7143,0.2208,0.6494,0.0909,0.5844,2.2598,0.4156,8.4027,0.7792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,317.0,4.8,1.4,-999.0,2018
101,,72,PUERTO RICO,PR,Yauco,72153,"Yauco Municipio, Puerto Rico",67.7114475,36439.0,0.0,17427.0,211.0,10790.0,366.0,17524.0,965.0,2222.0,398.0,8339.0,406.0,7236.0,537.0,7393.0,0.0,7227.0,0.0,10372.0,630.0,826.0,170.4,36391.0,41.0,24494.0,1027.6,264.0,74.3,20.0,23.0,199.0,78.0,1673.0,248.0,253.0,75.0,48.4,2.7,19.9,3.2,8339.0,406.0,27.9,2.1,20.3,0.0,19.8,0.0,28.6,1.7,7.7,1.6,99.9,0.1,70.3,3.0,1.5,0.4,0.1,0.1,1.8,0.7,15.5,2.2,0.7,0.2,0.5065,0.5844,0.8571,0.5455,2.4935,0.6623,0.7532,0.2338,0.8831,0.0,1.8701,0.4026,0.8571,0.5844,1.4415,0.7662,0.3247,0.2208,0.1169,0.5325,0.6364,1.8313,0.2208,7.6364,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1927.0,558.0,5.3,1.5,-999.0,2018
102,,72,PUERTO RICO,PR,Aguada,72003,"Aguada Municipio, Puerto Rico",30.8586749,38643.0,0.0,17555.0,212.0,12819.0,428.0,19730.0,1256.0,1927.0,364.0,9287.0,557.0,9321.0,732.0,6657.0,0.0,7393.0,0.0,10815.0,648.0,1378.0,271.3,36528.0,415.0,23208.0,1082.6,126.0,69.9,0.0,29.0,391.0,147.2,1960.0,276.0,85.0,60.0,51.2,3.3,14.3,2.5,9287.0,557.0,33.9,2.7,17.2,0.0,19.1,0.0,28.0,1.7,10.7,2.1,94.5,1.1,62.8,2.9,0.7,0.4,0.0,0.2,3.1,1.1,15.3,2.2,0.2,0.2,0.6234,0.3506,0.6234,0.9351,2.5325,0.7013,0.3117,0.0909,0.8701,0.1818,1.4545,0.1429,0.039,0.2468,0.2858,0.1039,0.1039,0.0,0.5455,0.4805,0.2078,1.3377,0.0779,5.6105,0.1558,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2249.0,512.0,5.8,1.3,-999.0,2018
103,,72,PUERTO RICO,PR,Aguadilla,72005,"Aguadilla Municipio, Puerto Rico",36.5315693,54166.0,0.0,27241.0,261.0,21604.0,489.0,27075.0,1208.0,3544.0,452.0,11339.0,850.0,10650.0,591.0,10903.0,0.0,10955.0,0.0,11890.0,719.0,3262.0,328.4,53423.0,305.0,29808.0,1284.5,2517.0,250.7,41.0,46.0,373.0,121.1,3996.0,364.0,1753.0,303.0,51.3,2.3,20.4,2.3,11339.0,850.0,28.0,1.6,20.1,0.0,20.2,0.0,22.6,1.4,15.1,1.5,98.6,0.6,57.6,2.5,9.2,0.9,0.2,0.2,1.7,0.6,18.5,1.6,3.2,0.6,0.6364,0.6104,0.2727,0.5714,2.0909,0.5714,0.7273,0.3636,0.5714,0.7403,2.4026,0.8052,0.1169,0.1169,0.2338,0.0649,0.8571,0.3636,0.0779,0.8182,0.974,3.0908,0.8182,7.8181,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2698.0,415.0,5.1,0.8,-999.0,2018
104,,72,PUERTO RICO,PR,Aguas Buenas,72007,"Aguas Buenas Municipio, Puerto Rico",30.0848713,26275.0,0.0,10762.0,236.0,8469.0,322.0,13185.0,876.0,1716.0,356.0,10188.0,1146.0,5950.0,503.0,4738.0,0.0,5434.0,0.0,7930.0,649.0,1115.0,225.0,26054.0,204.0,17690.0,941.6,61.0,45.3,40.0,62.0,122.0,78.9,1624.0,230.0,195.0,110.0,50.5,3.3,18.5,3.8,10188.0,1146.0,32.5,2.7,18.0,0.0,20.7,0.0,30.3,2.5,13.2,2.6,99.2,0.8,70.3,3.7,0.6,0.4,0.4,0.6,1.4,0.9,19.2,2.6,0.7,0.4,0.5714,0.5455,0.5195,0.8571,2.4935,0.6623,0.3896,0.4935,0.9481,0.4156,2.2468,0.6494,0.2857,0.5844,0.8701,0.4026,0.0909,0.6753,0.039,0.8961,0.6364,2.3377,0.4805,7.9481,0.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,433.0,7.7,1.7,-999.0,2018
105,,72,PUERTO RICO,PR,Bayamón,72021,"Bayamón Municipio, Puerto Rico",44.3307865,182955.0,0.0,83260.0,552.0,67940.0,901.0,62177.0,2089.0,10423.0,665.0,14377.0,373.0,25906.0,954.0,37188.0,0.0,34703.0,0.0,47640.0,1117.0,9778.0,628.1,181816.0,347.0,92505.0,2055.9,6574.0,533.5,324.0,108.0,1616.0,267.4,8776.0,509.0,6183.0,663.0,35.0,1.2,13.7,0.8,14377.0,373.0,19.9,0.7,20.3,0.0,19.0,0.0,26.8,0.6,14.4,0.9,99.4,0.2,52.9,1.2,7.9,0.6,0.4,0.1,2.4,0.4,12.9,0.8,3.4,0.4,0.0779,0.2987,0.0909,0.1039,0.5714,0.0649,0.7532,0.0779,0.8312,0.6104,2.2727,0.6883,0.3896,0.039,0.4286,0.1818,0.8442,0.6753,0.3247,0.1688,0.987,3.0,0.7792,6.2727,0.2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12604.0,948.0,7.1,0.5,-999.0,2018
106,,72,PUERTO RICO,PR,Cabo Rojo,72023,"Cabo Rojo Municipio, Puerto Rico",70.3726737,49005.0,0.0,29603.0,307.0,15656.0,580.0,25926.0,1798.0,1991.0,470.0,9245.0,754.0,10856.0,781.0,10666.0,0.0,9482.0,0.0,7608.0,758.0,1892.0,329.8,48939.0,77.0,27953.0,1615.2,1999.0,323.2,1324.0,238.0,610.0,172.4,2118.0,284.0,152.0,99.0,53.1,3.7,14.0,3.2,9245.0,754.0,31.0,2.2,21.8,0.0,19.3,0.0,15.6,1.6,12.1,2.1,99.9,0.2,59.4,3.4,6.8,1.1,4.5,0.8,3.9,1.1,13.5,1.7,0.3,0.2,0.7143,0.3247,0.6494,0.7792,2.4676,0.6494,0.8961,0.1039,0.1818,0.3117,1.4935,0.1688,0.8571,0.1688,1.0259,0.5455,0.8312,1.0,0.7013,0.2597,0.3506,3.1428,0.8442,8.1298,0.7273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2188.0,628.0,4.5,1.3,-999.0,2018
107,,72,PUERTO RICO,PR,Canóvanas,72029,"Canóvanas Municipio, Puerto Rico",32.8680053,46108.0,0.0,17770.0,281.0,14498.0,382.0,19910.0,1408.0,4334.0,507.0,11920.0,1033.0,8068.0,624.0,7295.0,0.0,10121.0,0.0,8521.0,708.0,2091.0,311.5,46033.0,80.0,27583.0,1192.6,319.0,129.2,15.0,24.0,1014.0,194.7,1806.0,218.0,114.0,114.0,43.5,3.1,23.4,2.5,11920.0,1033.0,25.7,2.0,15.8,0.0,22.0,0.0,18.5,1.5,14.4,2.1,99.8,0.2,63.1,2.7,1.8,0.7,0.1,0.1,7.0,1.3,12.5,1.5,0.2,0.2,0.2597,0.7532,0.1818,0.4026,1.5973,0.3636,0.1169,0.8052,0.3117,0.6104,1.8442,0.3766,0.7273,0.2727,1.0,0.4935,0.3896,0.2208,0.9481,0.1169,0.2078,1.8832,0.2597,6.3247,0.2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4331.0,601.0,9.4,1.3,-999.0,2018
108,,72,PUERTO RICO,PR,Carolina,72031,"Carolina Municipio, Puerto Rico",45.3704804,157453.0,0.0,77423.0,520.0,63401.0,847.0,46149.0,2383.0,10426.0,797.0,16536.0,506.0,17774.0,882.0,32826.0,0.0,30512.0,0.0,35455.0,1054.0,9347.0,658.0,156326.0,308.0,77433.0,2115.0,16722.0,794.1,219.0,117.0,1746.0,316.6,8572.0,697.0,740.0,223.0,29.5,1.5,14.8,1.1,16536.0,506.0,15.9,0.8,20.8,0.0,19.4,0.0,22.6,0.7,14.7,1.0,99.3,0.2,51.5,1.4,21.6,1.0,0.3,0.2,2.8,0.5,13.5,1.1,0.5,0.1,0.039,0.3636,0.0519,0.013,0.4675,0.039,0.8182,0.1169,0.5714,0.6753,2.1818,0.6104,0.3506,0.026,0.3766,0.1299,0.987,0.4935,0.4805,0.2597,0.5325,2.7532,0.7143,5.7791,0.1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12659.0,1098.0,8.1,0.7,-999.0,2018
109,,72,PUERTO RICO,PR,Cataño,72033,"Cataño Municipio, Puerto Rico",4.8761945,24888.0,0.0,10654.0,149.0,8792.0,262.0,11772.0,833.0,2610.0,310.0,12195.0,802.0,4700.0,383.0,4471.0,0.0,5314.0,0.0,5707.0,404.0,1442.0,200.4,24729.0,77.0,15542.0,725.0,1198.0,174.7,37.0,38.0,400.0,107.3,2332.0,232.0,7.0,12.0,47.4,3.4,25.1,2.9,12195.0,802.0,27.4,2.2,18.0,0.0,21.4,0.0,23.0,1.6,16.4,2.2,99.4,0.3,65.8,3.1,11.2,1.6,0.3,0.4,4.5,1.2,26.5,2.6,0.0,0.0,0.4545,0.7922,0.1429,0.5195,1.9091,0.4545,0.3896,0.7013,0.6104,0.8701,2.5714,0.8831,0.3896,0.4156,0.8052,0.3896,0.8961,0.4935,0.7922,1.0,0.0,3.1818,0.8701,8.4675,0.8052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1675.0,318.0,6.7,1.3,-999.0,2018
110,,72,PUERTO RICO,PR,Cayey,72035,"Cayey Municipio, Puerto Rico",51.9345298,44530.0,0.0,20037.0,253.0,16183.0,404.0,19103.0,1472.0,1384.0,273.0,12088.0,546.0,8274.0,601.0,8519.0,0.0,8772.0,0.0,14277.0,782.0,2402.0,377.8,44400.0,104.0,28173.0,1209.2,587.0,146.5,81.0,71.0,350.0,137.6,2805.0,288.0,130.0,43.0,43.0,3.3,8.9,1.8,12088.0,546.0,26.3,1.9,19.1,0.0,19.7,0.0,32.1,1.8,14.8,2.3,99.7,0.2,66.2,2.8,2.9,0.7,0.4,0.4,2.2,0.8,17.3,1.8,0.3,0.1,0.2078,0.1299,0.1688,0.4286,0.9351,0.1299,0.6104,0.1818,0.974,0.6883,2.4545,0.8442,0.6623,0.4416,1.1039,0.5844,0.6623,0.6753,0.2078,0.7143,0.3506,2.6103,0.6104,7.1038,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3192.0,462.0,7.2,1.0,-999.0,2018
111,,72,PUERTO RICO,PR,Ceiba,72037,"Ceiba Municipio, Puerto Rico",29.0355067,11853.0,0.0,7441.0,141.0,4367.0,242.0,5127.0,674.0,475.0,198.0,13044.0,2933.0,2258.0,299.0,2604.0,0.0,2357.0,0.0,1084.0,254.0,637.0,151.6,11732.0,74.0,6764.0,603.4,204.0,100.8,39.0,40.0,192.0,106.1,769.0,165.0,18.0,12.0,43.3,5.7,11.9,4.8,13044.0,2933.0,27.1,3.6,22.0,0.0,19.9,0.0,9.2,2.1,14.6,3.4,99.0,0.6,59.8,5.3,2.7,1.4,0.5,0.5,4.4,2.4,17.6,3.7,0.2,0.1,0.2338,0.2078,0.1169,0.4805,1.039,0.1688,0.9221,0.2597,0.0519,0.6494,1.8831,0.4286,0.1948,0.1948,0.3896,0.1558,0.5714,0.7922,0.7532,0.7532,0.2078,3.0778,0.8052,6.3895,0.3117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,564.0,207.0,4.8,1.7,-999.0,2018
112,,72,PUERTO RICO,PR,Guaynabo,72061,"Guaynabo Municipio, Puerto Rico",27.5849176,88663.0,0.0,39923.0,375.0,30963.0,677.0,23510.0,1726.0,4060.0,532.0,23895.0,1244.0,10302.0,800.0,18190.0,0.0,15534.0,0.0,20151.0,1054.0,3345.0,405.3,87613.0,447.0,34857.0,1690.9,7686.0,494.4,62.0,42.0,599.0,170.3,3517.0,367.0,590.0,192.0,26.6,2.0,10.3,1.3,23895.0,1244.0,15.8,1.2,20.5,0.0,17.5,0.0,22.8,1.2,10.8,1.3,98.8,0.5,41.0,2.0,19.3,1.2,0.2,0.1,1.9,0.5,11.4,1.2,0.7,0.2,0.0,0.1688,0.0,0.0,0.1688,0.0,0.7922,0.0,0.5974,0.1948,1.5844,0.2208,0.1429,0.0,0.1429,0.026,0.974,0.3636,0.1429,0.0519,0.6364,2.1688,0.3506,4.0649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6316.0,836.0,7.2,0.9,-999.0,2018
113,,72,PUERTO RICO,PR,Juana Díaz,72075,"Juana Díaz Municipio, Puerto Rico",60.2771249,46960.0,0.0,18696.0,265.0,15673.0,372.0,21608.0,1214.0,4173.0,394.0,10611.0,622.0,7566.0,545.0,7668.0,0.0,10642.0,0.0,9540.0,582.0,2358.0,319.9,46909.0,69.0,31631.0,1147.6,338.0,70.6,9.0,14.0,421.0,140.1,2056.0,255.0,517.0,163.0,46.5,2.6,22.0,2.1,10611.0,622.0,24.0,1.7,16.3,0.0,22.7,0.0,20.4,1.2,15.0,2.0,99.9,0.1,71.2,2.6,1.8,0.4,0.0,0.1,2.7,0.9,13.1,1.6,1.1,0.3,0.3896,0.6623,0.4545,0.2727,1.7791,0.4286,0.1948,0.9091,0.4026,0.7273,2.2338,0.6364,0.8571,0.6753,1.5324,0.8442,0.3896,0.0,0.4416,0.1948,0.8182,1.8442,0.2338,7.3895,0.4675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2413.0,396.0,5.2,0.8,-999.0,2018
114,,72,PUERTO RICO,PR,Juncos,72077,"Juncos Municipio, Puerto Rico",26.4886841,39128.0,0.0,15584.0,338.0,12718.0,460.0,19722.0,1470.0,4144.0,601.0,9316.0,512.0,6665.0,647.0,5849.0,0.0,8720.0,0.0,8593.0,734.0,2283.0,362.6,38871.0,201.0,24252.0,1139.3,504.0,186.4,0.0,29.0,619.0,209.9,1594.0,325.0,204.0,91.0,50.5,3.8,27.0,3.6,9316.0,512.0,25.2,2.4,14.9,0.0,22.3,0.0,22.0,1.9,18.0,2.8,99.3,0.5,65.2,3.1,3.2,1.2,0.0,0.3,4.9,1.6,12.5,2.6,0.5,0.2,0.5714,0.8831,0.6104,0.3766,2.4415,0.6364,0.0519,0.8701,0.5325,0.9221,2.3766,0.7662,0.3506,0.4026,0.7532,0.3247,0.6883,0.0,0.8442,0.1169,0.5325,2.1819,0.3636,7.7532,0.5584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2529.0,518.0,6.5,1.3,-999.0,2018
115,,72,PUERTO RICO,PR,Luquillo,72089,"Luquillo Municipio, Puerto Rico",25.8114569,18547.0,0.0,10476.0,213.0,6519.0,351.0,8283.0,817.0,1901.0,317.0,11007.0,737.0,3086.0,349.0,3721.0,0.0,3813.0,0.0,4769.0,385.0,795.0,189.6,18343.0,90.0,11474.0,678.3,1652.0,182.4,0.0,21.0,247.0,105.7,913.0,164.0,139.0,199.0,45.1,4.4,25.2,4.1,11007.0,737.0,24.0,2.7,20.1,0.0,20.6,0.0,25.9,2.1,12.2,2.8,98.9,0.5,64.8,3.8,15.8,1.7,0.0,0.4,3.8,1.6,14.0,2.3,0.7,1.1,0.3117,0.8052,0.3247,0.2727,1.7143,0.3766,0.7273,0.4545,0.7792,0.3247,2.2857,0.7143,0.1818,0.3636,0.5454,0.2338,0.9481,0.0,0.6883,0.3117,0.6364,2.5845,0.5974,7.1299,0.4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1371.0,414.0,7.4,2.2,-999.0,2018
116,,72,PUERTO RICO,PR,Manatí,72091,"Manatí Municipio, Puerto Rico",45.1403451,39692.0,0.0,18639.0,237.0,15337.0,432.0,18124.0,1320.0,2279.0,385.0,10946.0,681.0,7752.0,504.0,7872.0,0.0,8316.0,0.0,7647.0,575.0,2186.0,310.4,39304.0,122.0,24309.0,1067.1,578.0,175.5,63.0,54.0,1072.0,230.8,2832.0,366.0,221.0,152.0,45.8,3.3,17.2,2.8,10946.0,681.0,28.2,1.8,19.8,0.0,21.0,0.0,19.3,1.4,14.3,2.0,99.0,0.3,64.4,2.8,3.1,0.9,0.3,0.3,7.0,1.5,18.5,2.4,0.6,0.4,0.3506,0.4416,0.3506,0.5844,1.7272,0.3896,0.6623,0.5714,0.3247,0.5974,2.1558,0.5974,0.1948,0.3506,0.5454,0.2338,0.6753,0.4935,0.9481,0.8182,0.5844,3.5195,0.961,7.9479,0.6623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2770.0,404.0,7.0,1.0,-999.0,2018
117,,72,PUERTO RICO,PR,Naguabo,72103,"Naguabo Municipio, Puerto Rico",51.6603391,26266.0,0.0,11582.0,231.0,8317.0,425.0,12972.0,1178.0,808.0,330.0,9263.0,653.0,5109.0,605.0,4402.0,0.0,6039.0,0.0,2419.0,429.0,1112.0,309.9,26171.0,93.0,18578.0,1362.8,472.0,147.2,0.0,25.0,362.0,167.0,1301.0,299.0,45.0,43.0,49.6,4.5,10.3,4.0,9263.0,653.0,28.9,3.4,16.8,0.0,23.0,0.0,9.2,1.6,13.4,3.7,99.6,0.4,74.3,5.4,4.1,1.3,0.0,0.4,4.4,2.0,15.6,3.4,0.2,0.2,0.5325,0.1688,0.6364,0.6753,2.013,0.5195,0.2727,0.961,0.0519,0.4545,1.7401,0.3247,0.5844,0.8052,1.3896,0.7403,0.7403,0.0,0.7532,0.5584,0.2078,2.2597,0.4026,7.4024,0.4805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1232.0,424.0,4.7,1.6,-999.0,2018
118,,72,PUERTO RICO,PR,Naranjito,72105,"Naranjito Municipio, Puerto Rico",27.4013435,28557.0,0.0,10455.0,251.0,8520.0,349.0,13051.0,1273.0,2372.0,398.0,9150.0,709.0,5860.0,564.0,4985.0,0.0,5993.0,0.0,8569.0,503.0,894.0,231.0,28519.0,51.0,19868.0,1144.5,45.0,43.8,33.0,39.0,234.0,106.9,1360.0,233.0,86.0,44.0,45.9,4.5,24.1,4.0,9150.0,709.0,29.7,2.9,17.5,0.0,21.0,0.0,30.1,1.8,10.5,2.7,99.9,0.2,73.4,4.2,0.4,0.4,0.3,0.4,2.7,1.2,16.0,2.7,0.3,0.2,0.3636,0.7792,0.7013,0.6883,2.5324,0.6883,0.3377,0.5714,0.9351,0.1558,2.0,0.5065,0.8571,0.7532,1.6103,0.9221,0.039,0.4935,0.4416,0.6104,0.3506,1.9351,0.2727,8.0778,0.6883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1250.0,383.0,4.4,1.3,-999.0,2018
