,FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,year
119,,72,PUERTO RICO,PR,Patillas,72109,"Patillas Municipio, Puerto Rico",46.6008326,17334.0,0.0,8844.0,186.0,6233.0,312.0,9234.0,870.0,955.0,207.0,9223.0,800.0,3534.0,409.0,3471.0,0.0,3386.0,0.0,1906.0,317.0,639.0,185.7,17290.0,55.0,12776.0,856.5,233.0,82.6,16.0,26.0,188.0,86.2,1180.0,260.0,0.0,21.0,53.3,5.0,19.2,4.0,9223.0,800.0,28.7,3.3,20.0,0.0,19.5,0.0,11.0,1.8,10.3,2.9,99.7,0.3,77.1,5.2,2.6,0.9,0.2,0.3,3.0,1.4,18.9,3.9,0.0,0.1,0.7403,0.5714,0.6753,0.6364,2.6234,0.7403,0.6753,0.1429,0.1039,0.0909,1.013,0.013,0.6623,0.9091,1.5714,0.8701,0.5584,0.3636,0.5065,0.8701,0.0,2.2986,0.4675,7.5064,0.4935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,623.0,248.0,3.6,1.4,-999.0,2018
120,,72,PUERTO RICO,PR,Peñuelas,72111,"Peñuelas Municipio, Puerto Rico",44.61739,20984.0,0.0,8678.0,161.0,6987.0,256.0,11831.0,865.0,1594.0,283.0,8609.0,565.0,3888.0,365.0,3198.0,0.0,4976.0,0.0,3297.0,375.0,1034.0,210.0,20941.0,44.0,14606.0,836.5,20.0,34.0,5.0,7.0,343.0,113.1,1067.0,193.0,18.0,31.0,56.5,4.1,23.9,3.8,8609.0,565.0,27.9,2.6,15.2,0.0,23.7,0.0,15.7,1.8,14.8,3.0,99.8,0.2,73.9,4.2,0.2,0.4,0.1,0.1,4.9,1.6,15.3,2.7,0.1,0.1,0.8571,0.7662,0.8312,0.5455,3.0,0.8571,0.0649,1.0,0.2078,0.6883,1.961,0.4805,0.7273,0.7792,1.5065,0.8052,0.013,0.2208,0.8442,0.4805,0.0649,1.6234,0.1299,8.0909,0.7013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,512.0,164.0,2.4,0.8,-999.0,2018
121,,72,PUERTO RICO,PR,Sabana Grande,72121,"Sabana Grande Municipio, Puerto Rico",36.3129889,23054.0,0.0,10839.0,149.0,7493.0,312.0,10835.0,994.0,1207.0,258.0,9560.0,776.0,4368.0,456.0,4923.0,0.0,4719.0,0.0,7537.0,552.0,677.0,163.3,23018.0,40.0,13670.0,947.3,171.0,63.3,47.0,54.0,174.0,91.9,1167.0,157.0,173.0,77.0,47.2,4.4,17.4,3.6,9560.0,776.0,27.1,2.8,21.4,0.0,20.5,0.0,32.9,2.4,9.0,2.1,99.8,0.2,62.3,4.3,1.6,0.6,0.4,0.5,2.3,1.2,15.6,2.0,0.8,0.3,0.4416,0.4675,0.5844,0.4805,1.974,0.4935,0.8701,0.4286,0.987,0.026,2.3117,0.7403,0.7273,0.2338,0.9611,0.4416,0.3377,0.6753,0.2727,0.5584,0.7273,2.5714,0.5714,7.8182,0.5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1360.0,321.0,5.9,1.4,-999.0,2018
122,,72,PUERTO RICO,PR,San Lorenzo,72129,"San Lorenzo Municipio, Puerto Rico",53.1075479,37873.0,0.0,16265.0,250.0,13749.0,343.0,17017.0,1394.0,1161.0,278.0,10974.0,730.0,7568.0,564.0,6550.0,0.0,7560.0,0.0,6965.0,589.0,1607.0,284.1,37873.0,29.0,24864.0,1198.3,192.0,84.1,45.0,56.0,446.0,177.8,2442.0,301.0,94.0,47.0,45.0,3.7,9.3,2.1,10974.0,730.0,28.4,2.1,17.3,0.0,20.0,0.0,18.4,1.6,11.7,2.0,100.0,0.1,68.7,3.3,1.2,0.5,0.3,0.3,3.2,1.3,17.8,2.3,0.2,0.1,0.2987,0.1429,0.3377,0.6104,1.3897,0.2597,0.3247,0.3117,0.2987,0.2727,1.2078,0.039,0.9481,0.5195,1.4676,0.7922,0.2338,0.4935,0.5714,0.7792,0.2078,2.2857,0.4545,6.3508,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1939.0,477.0,5.1,1.3,-999.0,2018
123,,72,PUERTO RICO,PR,San Sebastián,72131,"San Sebastián Municipio, Puerto Rico",70.4230388,37964.0,0.0,17847.0,286.0,13904.0,472.0,20580.0,1144.0,3007.0,519.0,8739.0,693.0,9085.0,594.0,8182.0,0.0,7642.0,0.0,8329.0,538.0,1592.0,273.2,37322.0,201.0,26002.0,1175.4,330.0,116.2,82.0,67.0,238.0,122.6,2226.0,316.0,203.0,97.0,54.4,3.0,25.9,4.0,8739.0,693.0,33.7,2.2,21.6,0.0,20.1,0.0,22.0,1.4,11.4,1.9,98.3,0.5,71.7,3.2,1.8,0.7,0.5,0.4,1.7,0.9,16.0,2.2,0.5,0.3,0.7792,0.8182,0.7792,0.9091,3.2857,0.8961,0.8831,0.3377,0.5325,0.2468,2.0001,0.5325,0.0779,0.7143,0.7922,0.3636,0.3896,0.7922,0.0779,0.6104,0.5325,2.4026,0.5325,8.4806,0.8182,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2495.0,566.0,6.6,1.5,-999.0,2018
124,,72,PUERTO RICO,PR,Toa Alta,72135,"Toa Alta Municipio, Puerto Rico",27.01655,73405.0,0.0,25976.0,376.0,22032.0,500.0,21250.0,1772.0,3723.0,463.0,14241.0,617.0,9311.0,656.0,9510.0,0.0,16171.0,0.0,12266.0,867.0,2956.0,384.4,73044.0,169.0,39236.0,1718.0,559.0,173.5,197.0,91.0,626.0,161.0,1762.0,305.0,294.0,94.0,29.0,2.4,12.1,1.4,14241.0,617.0,18.8,1.3,13.0,0.0,22.0,0.0,16.7,1.2,13.4,1.7,99.5,0.2,56.0,2.5,2.2,0.7,0.8,0.4,2.8,0.7,8.0,1.4,0.4,0.1,0.013,0.2208,0.1039,0.0519,0.3896,0.026,0.0,0.8052,0.2208,0.4545,1.4805,0.1558,0.5065,0.0779,0.5844,0.2727,0.5325,0.9351,0.4805,0.0,0.4416,2.3897,0.5195,4.8442,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5117.0,776.0,7.0,1.1,-999.0,2018
125,,72,PUERTO RICO,PR,Trujillo Alto,72139,"Trujillo Alto Municipio, Puerto Rico",20.7669335,67780.0,0.0,29351.0,295.0,23982.0,482.0,20939.0,1636.0,1966.0,307.0,15886.0,901.0,7628.0,622.0,11832.0,0.0,14034.0,0.0,11877.0,698.0,3181.0,415.2,67367.0,193.0,37969.0,1680.5,3628.0,397.0,77.0,63.0,1104.0,282.1,2816.0,360.0,756.0,185.0,31.0,2.4,6.7,1.0,15886.0,901.0,16.2,1.3,17.5,0.0,20.7,0.0,17.6,1.0,13.3,1.7,99.4,0.3,58.6,2.6,12.4,1.3,0.3,0.2,4.6,1.2,11.7,1.5,1.1,0.3,0.0519,0.039,0.0649,0.026,0.1818,0.013,0.3377,0.4935,0.2468,0.4286,1.5066,0.1818,0.3896,0.1429,0.5325,0.2208,0.9351,0.4935,0.8052,0.0779,0.8182,3.1299,0.8312,5.3508,0.1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5485.0,600.0,8.1,0.9,-999.0,2018
126,,72,PUERTO RICO,PR,Utuado,72141,"Utuado Municipio, Puerto Rico",113.5315112,29402.0,0.0,13328.0,180.0,9851.0,327.0,15271.0,957.0,2723.0,405.0,8639.0,610.0,5622.0,486.0,5870.0,0.0,6024.0,0.0,5311.0,490.0,1160.0,204.0,29240.0,86.0,20087.0,947.0,103.0,65.3,35.0,41.0,76.0,53.4,1578.0,233.0,93.0,77.0,52.0,3.3,29.4,3.7,8639.0,610.0,27.2,2.4,20.0,0.0,20.5,0.0,18.1,1.7,11.8,2.0,99.4,0.3,71.6,3.4,0.8,0.5,0.3,0.3,0.8,0.5,16.0,2.3,0.3,0.3,0.6623,0.9481,0.8182,0.5065,2.9351,0.8312,0.6753,0.4286,0.2857,0.2857,1.6753,0.2727,0.3896,0.7013,1.0909,0.5714,0.1429,0.4935,0.0,0.6104,0.3506,1.5974,0.1169,7.2987,0.4416,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1855.0,479.0,6.3,1.6,-999.0,2018
127,,72,PUERTO RICO,PR,Vieques,72147,"Vieques Municipio, Puerto Rico",50.7883957,8771.0,0.0,4934.0,186.0,2470.0,266.0,3600.0,619.0,435.0,215.0,11156.0,1614.0,1576.0,455.0,1826.0,0.0,1786.0,0.0,598.0,240.0,234.0,119.0,8273.0,279.0,5080.0,724.9,0.0,26.9,26.0,31.0,135.0,99.8,617.0,172.0,0.0,19.0,41.3,7.0,14.9,7.0,11156.0,1614.0,25.1,7.2,20.8,0.0,20.4,0.0,6.8,2.7,9.5,4.7,94.3,3.2,61.3,8.8,0.0,0.5,0.5,0.6,5.5,4.0,25.0,6.5,0.0,0.2,0.1429,0.3766,0.2987,0.3636,1.1818,0.2078,0.8182,0.4156,0.0,0.0519,1.2857,0.0649,0.026,0.2208,0.2468,0.0909,0.0,0.7922,0.8831,0.961,0.0,2.6363,0.6364,5.3506,0.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,936.0,333.0,10.7,3.8,-999.0,2018
128,,72,PUERTO RICO,PR,Yabucoa,72151,"Yabucoa Municipio, Puerto Rico",55.2145856,34149.0,0.0,14736.0,264.0,11722.0,400.0,18207.0,1301.0,2809.0,423.0,9148.0,685.0,7220.0,620.0,6340.0,0.0,6922.0,0.0,4639.0,538.0,1738.0,289.2,34134.0,24.0,24137.0,1061.2,101.0,36.4,0.0,29.0,311.0,121.8,2020.0,260.0,73.0,43.0,53.5,3.8,25.9,3.9,9148.0,685.0,30.2,2.6,18.6,0.0,20.3,0.0,13.6,1.6,14.8,2.4,100.0,0.1,73.9,3.2,0.7,0.2,0.0,0.3,2.7,1.0,17.2,2.2,0.2,0.1,0.7532,0.8182,0.7143,0.7013,2.987,0.8442,0.4935,0.4026,0.1558,0.6883,1.7402,0.3377,0.9481,0.7792,1.7273,0.974,0.1039,0.0,0.4416,0.7013,0.2078,1.4546,0.0909,7.9091,0.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1693.0,366.0,5.0,1.1,-999.0,2018
129,,72,PUERTO RICO,PR,Dorado,72051,"Dorado Municipio, Puerto Rico",23.1159619,37208.0,0.0,15832.0,270.0,11881.0,429.0,12701.0,1345.0,3272.0,478.0,16570.0,1314.0,5537.0,584.0,6044.0,0.0,8442.0,0.0,5690.0,636.0,1654.0,299.6,36663.0,341.0,20779.0,1374.6,124.0,82.0,133.0,96.0,571.0,181.6,1347.0,218.0,48.0,49.0,34.2,3.6,22.0,3.3,16570.0,1314.0,21.8,2.3,16.2,0.0,22.7,0.0,15.4,1.7,13.9,2.5,98.5,0.9,58.8,3.9,0.8,0.5,0.8,0.6,4.8,1.5,11.3,1.8,0.1,0.1,0.0649,0.6623,0.039,0.1558,0.922,0.1169,0.1818,0.9091,0.1688,0.5584,1.8181,0.3636,0.0909,0.1558,0.2467,0.0779,0.1429,0.9351,0.8182,0.039,0.0649,2.0001,0.2857,4.9869,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1696.0,432.0,4.6,1.2,-999.0,2018
130,,72,PUERTO RICO,PR,Fajardo,72053,"Fajardo Municipio, Puerto Rico",29.903079,32001.0,0.0,18582.0,223.0,12231.0,440.0,14134.0,1001.0,3889.0,415.0,11663.0,1180.0,4629.0,467.0,6662.0,0.0,6678.0,0.0,7449.0,573.0,2068.0,275.7,31730.0,214.0,17045.0,913.2,2059.0,247.1,36.0,34.0,611.0,170.5,2016.0,293.0,195.0,71.0,44.4,3.1,28.4,2.9,11663.0,1180.0,21.0,2.1,20.8,0.0,20.9,0.0,23.4,1.8,16.9,2.2,99.2,0.7,56.1,3.0,11.1,1.3,0.2,0.2,5.0,1.4,16.5,2.3,0.6,0.2,0.2727,0.9221,0.2338,0.1299,1.5585,0.3377,0.8182,0.5455,0.6494,0.9091,2.9222,1.0,0.2857,0.0909,0.3766,0.1299,0.8831,0.3636,0.8701,0.6623,0.5844,3.3635,0.9221,8.2208,0.7403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2807.0,510.0,8.8,1.6,-999.0,2018
131,,72,PUERTO RICO,PR,Guayama,72057,"Guayama Municipio, Puerto Rico",64.993247,41706.0,0.0,18535.0,298.0,14476.0,445.0,20487.0,1452.0,809.0,255.0,9806.0,756.0,6795.0,590.0,6973.0,0.0,8870.0,0.0,9829.0,840.0,2221.0,391.5,41285.0,251.0,30931.0,1357.9,305.0,125.4,110.0,80.0,245.0,132.3,2534.0,390.0,2271.0,332.0,51.8,3.6,7.8,2.3,9806.0,756.0,23.9,2.1,16.7,0.0,21.3,0.0,24.9,2.1,15.3,2.7,99.0,0.6,77.7,3.4,1.6,0.7,0.6,0.4,1.7,0.9,17.5,2.6,5.4,0.8,0.6494,0.0909,0.5584,0.2597,1.5584,0.3247,0.2338,0.6753,0.7143,0.7662,2.3896,0.7922,0.1948,0.9351,1.1299,0.6104,0.3377,0.8701,0.0779,0.7403,1.0,3.026,0.7922,8.1039,0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2236.0,611.0,5.7,1.6,-999.0,2018
132,,72,PUERTO RICO,PR,Hormigueros,72067,"Hormigueros Municipio, Puerto Rico",11.345566,16180.0,0.0,7658.0,142.0,6253.0,266.0,6592.0,684.0,1439.0,287.0,11874.0,1201.0,2927.0,412.0,4218.0,0.0,2898.0,0.0,4801.0,429.0,736.0,159.7,16166.0,15.0,10012.0,671.0,356.0,95.8,0.0,21.0,185.0,80.1,1079.0,198.0,135.0,119.0,40.8,4.2,23.1,4.6,11874.0,1201.0,24.6,3.5,26.1,0.0,17.9,0.0,29.7,2.7,11.8,2.5,99.9,0.1,64.3,4.3,4.6,1.2,0.0,0.6,3.0,1.3,17.3,3.0,0.8,0.7,0.1299,0.7273,0.1948,0.3506,1.4026,0.2727,1.0,0.013,0.9221,0.2857,2.2208,0.6234,0.8571,0.3377,1.1948,0.6494,0.7922,0.0,0.5065,0.7143,0.7273,2.7403,0.7013,7.5585,0.5195,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,742.0,236.0,4.6,1.5,-999.0,2018
133,,72,PUERTO RICO,PR,Rincón,72117,"Rincón Municipio, Puerto Rico",14.2878821,14269.0,0.0,9453.0,178.0,5128.0,322.0,6002.0,756.0,497.0,198.0,11650.0,1173.0,3370.0,347.0,3307.0,0.0,2607.0,0.0,3855.0,391.0,511.0,163.4,12966.0,305.0,7487.0,711.4,1115.0,204.2,26.0,29.0,77.0,61.8,739.0,171.0,25.0,31.0,42.2,5.3,9.9,3.8,11650.0,1173.0,32.0,3.3,23.2,0.0,18.3,0.0,27.1,2.7,10.0,3.1,90.9,2.1,54.7,5.2,11.8,2.1,0.3,0.3,1.5,1.2,14.4,3.5,0.2,0.2,0.1818,0.1558,0.2468,0.8312,1.4156,0.2987,0.987,0.039,0.8442,0.0779,1.9481,0.4675,0.0,0.0519,0.0519,0.0,0.9091,0.4935,0.0519,0.3766,0.2078,2.0389,0.3117,5.4545,0.1299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,601.0,241.0,4.2,1.7,-999.0,2018
134,,72,PUERTO RICO,PR,San Germán,72125,"San Germán Municipio, Puerto Rico",54.4963737,32114.0,0.0,15682.0,233.0,11840.0,419.0,16376.0,1092.0,679.0,204.0,9874.0,802.0,6808.0,491.0,7383.0,0.0,6302.0,0.0,3516.0,469.0,1118.0,234.6,31941.0,95.0,19391.0,1148.0,522.0,101.4,0.0,29.0,429.0,142.0,2239.0,295.0,701.0,469.0,52.2,3.3,7.6,2.2,9874.0,802.0,30.3,2.2,23.0,0.0,19.6,0.0,11.0,1.5,9.4,2.0,99.5,0.3,63.3,3.8,3.3,0.6,0.0,0.3,3.6,1.2,18.9,2.3,2.2,1.5,0.6883,0.0779,0.5325,0.7143,2.013,0.5195,0.974,0.1688,0.1039,0.039,1.2857,0.0649,0.5065,0.2857,0.7922,0.3636,0.7013,0.0,0.6234,0.8701,0.9481,3.1429,0.8571,7.2338,0.4286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1364.0,319.0,4.3,1.0,-999.0,2018
135,,72,PUERTO RICO,PR,Santa Isabel,72133,"Santa Isabel Municipio, Puerto Rico",34.0349342,22066.0,0.0,9282.0,182.0,7465.0,259.0,10392.0,1087.0,707.0,247.0,10895.0,1082.0,2659.0,387.0,3368.0,0.0,5139.0,0.0,5152.0,446.0,1424.0,256.5,21977.0,99.0,13874.0,943.9,252.0,89.2,35.0,40.0,164.0,108.2,1003.0,203.0,6.0,12.0,47.1,4.9,8.4,2.9,10895.0,1082.0,18.2,2.6,15.3,0.0,23.3,0.0,23.3,2.0,19.1,3.4,99.6,0.4,66.2,4.5,2.7,1.0,0.4,0.4,2.2,1.4,13.4,2.6,0.0,0.1,0.4286,0.1039,0.3766,0.039,0.9481,0.1429,0.0779,0.987,0.6364,0.974,2.6753,0.9351,0.5844,0.4416,1.026,0.5584,0.5714,0.6753,0.2078,0.2208,0.0,1.6753,0.1429,6.3247,0.2597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1646.0,429.0,7.5,1.9,-999.0,2018
136,,72,PUERTO RICO,PR,Vega Alta,72143,"Vega Alta Municipio, Puerto Rico",27.7284113,37724.0,0.0,15992.0,356.0,12229.0,527.0,17693.0,1479.0,2508.0,441.0,11678.0,1097.0,6888.0,678.0,6424.0,0.0,8355.0,0.0,6637.0,619.0,1660.0,284.0,37358.0,191.0,22816.0,1284.8,685.0,196.4,108.0,93.0,427.0,165.3,1899.0,276.0,782.0,547.0,47.7,3.9,20.4,3.2,11678.0,1097.0,26.9,2.6,17.0,0.0,22.1,0.0,17.9,1.7,13.6,2.2,99.0,0.5,63.6,3.6,4.3,1.2,0.7,0.6,3.5,1.3,15.5,2.3,2.1,1.5,0.4675,0.6104,0.2208,0.4675,1.7662,0.4156,0.2857,0.8312,0.2727,0.5195,1.9091,0.4545,0.1948,0.3117,0.5065,0.2078,0.7532,0.9091,0.5974,0.5325,0.9221,3.7143,1.0,7.8961,0.6234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1798.0,392.0,4.9,1.1,-999.0,2018
137,,72,PUERTO RICO,PR,Arroyo,72015,"Arroyo Municipio, Puerto Rico",15.0075874,18111.0,0.0,8446.0,147.0,6002.0,333.0,10503.0,846.0,510.0,228.0,7979.0,764.0,2774.0,408.0,3249.0,0.0,4090.0,0.0,4231.0,509.0,1079.0,242.2,18073.0,47.0,13004.0,842.0,111.0,95.3,58.0,46.0,354.0,148.1,924.0,221.0,18.0,16.0,58.0,4.7,12.1,5.1,7979.0,764.0,22.5,3.3,17.9,0.0,22.6,0.0,23.4,2.8,18.0,3.9,99.8,0.3,75.4,4.9,1.3,1.1,0.7,0.5,5.9,2.4,15.4,3.7,0.1,0.1,0.9091,0.2208,0.8831,0.1688,2.1818,0.5974,0.3766,0.8961,0.6494,0.9221,2.8442,0.974,0.7273,0.8571,1.5844,0.8961,0.2597,0.9091,0.8961,0.5065,0.0649,2.6363,0.6364,9.2467,0.8961,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,557.0,254.0,3.1,1.4,-999.0,2018
138,,72,PUERTO RICO,PR,Comerío,72045,"Comerío Municipio, Puerto Rico",28.4005774,19539.0,0.0,7451.0,168.0,5836.0,232.0,11734.0,934.0,1670.0,318.0,6903.0,626.0,4517.0,430.0,3271.0,0.0,4140.0,0.0,5642.0,463.0,904.0,214.8,19445.0,63.0,13848.0,827.3,204.0,87.4,0.0,21.0,115.0,60.7,1443.0,204.0,11.0,17.0,60.3,4.8,26.2,4.7,6903.0,626.0,33.6,3.2,16.7,0.0,21.2,0.0,28.9,2.4,15.5,3.6,99.5,0.3,74.5,4.5,2.7,1.2,0.0,0.6,2.0,1.0,24.7,3.4,0.1,0.1,0.9351,0.8442,0.987,0.8961,3.6624,0.974,0.2338,0.6234,0.8961,0.7792,2.5325,0.8701,0.5065,0.8182,1.3247,0.7273,0.5714,0.0,0.1688,0.9481,0.0649,1.7532,0.1948,9.2728,0.9091,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,762.0,266.0,3.9,1.4,-999.0,2018
139,,72,PUERTO RICO,PR,Corozal,72047,"Corozal Municipio, Puerto Rico",42.567181,34165.0,0.0,12728.0,313.0,10768.0,364.0,19100.0,1360.0,3428.0,548.0,7619.0,479.0,7238.0,742.0,5702.0,0.0,7477.0,0.0,8690.0,664.0,1113.0,251.4,33842.0,359.0,23679.0,1247.6,41.0,55.2,163.0,99.0,472.0,182.5,1581.0,250.0,322.0,232.0,56.3,4.0,30.2,4.4,7619.0,479.0,31.1,3.2,16.7,0.0,21.9,0.0,25.6,2.0,10.3,2.3,99.1,1.1,73.1,3.9,0.3,0.4,1.3,0.8,4.4,1.7,14.7,2.3,0.9,0.7,0.8442,0.974,0.9091,0.7922,3.5195,0.9351,0.2338,0.7792,0.7532,0.0909,1.8571,0.3896,0.2468,0.7403,0.9871,0.4805,0.026,0.961,0.7532,0.4286,0.7922,2.961,0.7662,9.3247,0.9221,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1563.0,399.0,4.6,1.2,-999.0,2018
140,,72,PUERTO RICO,PR,Culebra,72049,"Culebra Municipio, Puerto Rico",11.627483,1314.0,218.0,1541.0,87.0,475.0,67.0,541.0,147.0,5.0,7.0,11830.0,1333.0,298.0,80.0,287.0,64.0,265.0,87.0,94.0,55.0,45.0,24.6,1217.0,220.8,698.0,141.7,56.0,22.1,26.0,19.0,47.0,25.2,120.0,42.0,0.0,14.0,41.9,9.2,0.8,1.2,11830.0,1333.0,30.6,6.6,21.8,5.6,20.2,5.7,7.2,4.2,9.5,5.0,92.6,6.8,55.5,6.8,3.6,1.4,1.7,1.2,9.9,5.1,25.3,7.7,0.0,1.1,0.1688,0.0,0.2078,0.7403,1.1169,0.1948,0.8961,0.3636,0.013,0.0519,1.3246,0.0909,0.013,0.0649,0.0779,0.013,0.7273,0.974,1.0,0.974,0.0,3.6753,0.987,6.1947,0.2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,138.0,68.0,10.5,4.6,-999.0,2018
141,,72,PUERTO RICO,PR,Lares,72081,"Lares Municipio, Puerto Rico",61.4501823,26451.0,0.0,12234.0,177.0,9960.0,319.0,14472.0,983.0,2567.0,344.0,8735.0,773.0,7012.0,456.0,5082.0,0.0,5261.0,0.0,4671.0,465.0,1090.0,210.2,26386.0,65.0,19864.0,919.3,132.0,52.4,73.0,51.0,221.0,98.5,1424.0,239.0,260.0,151.0,55.3,3.7,28.5,3.6,8735.0,773.0,37.5,2.4,19.2,0.0,19.9,0.0,17.8,1.8,10.9,2.1,99.8,0.2,78.9,3.7,1.1,0.4,0.6,0.4,2.2,1.0,14.3,2.4,1.0,0.6,0.8052,0.9351,0.7922,0.961,3.4935,0.9221,0.6494,0.2597,0.2597,0.2208,1.3896,0.1169,0.7273,0.9481,1.6754,0.9481,0.1948,0.8701,0.2078,0.3636,0.8052,2.4415,0.5455,9.0,0.8831,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1502.0,330.0,5.7,1.3,-999.0,2018
